**********
Day 1:
**********

12:00 PM:  CANDYCE FERET arrived at FSC Chick-fil-A and entered Order Line 1.
 2:17 PM:  TEOFILA LLOPIS arrived at FSC Chick-fil-A and entered Order Line 2.
 2:19 PM:  MARIA BURROWES received all items, paid $28.75, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 2:19 PM:  ZITA MESSORE received all items, paid $54.83, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 2:19 PM:  ALVA PETTNER arrived at FSC Chick-fil-A and entered Order Line 1.
 2:19 PM:  ROSCOE INGELS arrived at FSC Chick-fil-A and entered Order Line 2.
 2:20 PM:  DORETHA MADERIOS is at the front of Order Line 1 and is now placing order.
 2:20 PM:  TEOFILA LLOPIS is at the front of Order Line 2 and is now placing order.
 2:21 PM:  TEOFILA LLOPIS received all items, paid $11.90, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 2:21 PM:  LORENZA TITLER received all items, paid $54.07, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 2:22 PM:  ROSCOE INGELS is at the front of Order Line 2 and is now placing order.
 2:22 PM:  BREANN GOTSCHALL arrived at FSC Chick-fil-A and entered Order Line 3.
 2:23 PM:  BREANN GOTSCHALL is at the front of Order Line 3 and is now placing order.
 2:24 PM:  BREANN GOTSCHALL received all items, paid $11.00, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 2:25 PM:  DORETHA MADERIOS received all items, paid $32.95, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 2:25 PM:  MAYRA CAVERS arrived at FSC Chick-fil-A and entered Order Line 3.
 2:25 PM:  CANDACE KEATE arrived at FSC Chick-fil-A and entered Order Line 1.
 2:26 PM:  ALVA PETTNER is at the front of Order Line 1 and is now placing order.
 2:26 PM:  ROSCOE INGELS received all items, paid $52.37, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 2:26 PM:  MAYRA CAVERS is at the front of Order Line 3 and is now placing order.
 2:26 PM:  MICHAEL YUN arrived at FSC Chick-fil-A and entered Order Line 2.
 2:27 PM:  ALVA PETTNER received all items, paid $1.85, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 2:27 PM:  MICHAEL YUN is at the front of Order Line 2 and is now placing order.
 2:28 PM:  CANDACE KEATE is at the front of Order Line 1 and is now placing order.
 2:29 PM:  MAYRA CAVERS received all items, paid $16.75, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 2:29 PM:  CHARLENE LAIPPLE arrived at FSC Chick-fil-A and entered Order Line 3.
 2:29 PM:  FAUSTINA TOBERY arrived at FSC Chick-fil-A and entered Order Line 1.
 2:30 PM:  CANDACE KEATE received all items, paid $10.50, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 2:30 PM:  CHARLENE LAIPPLE is at the front of Order Line 3 and is now placing order.
 2:31 PM:  FAUSTINA TOBERY is at the front of Order Line 1 and is now placing order.
 2:31 PM:  MARIA COLT arrived at FSC Chick-fil-A and entered Order Line 1.
 2:32 PM:  MICHAEL YUN received all items, paid $30.59, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 2:32 PM:  CHARLENE LAIPPLE received all items, paid $5.45, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 2:34 PM:  FAUSTINA TOBERY received all items, paid $18.95, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 2:34 PM:  JIMMY HARTILL arrived at FSC Chick-fil-A and entered Order Line 2.
 2:35 PM:  MARIA COLT is at the front of Order Line 1 and is now placing order.
 2:35 PM:  JIMMY HARTILL is at the front of Order Line 2 and is now placing order.
 2:36 PM:  BOBBYE PAULUS arrived at FSC Chick-fil-A and entered Order Line 3.
 2:37 PM:  BOBBYE PAULUS is at the front of Order Line 3 and is now placing order.
 2:38 PM:  MARIA COLT received all items, paid $24.21, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 2:38 PM:  BOBBYE PAULUS received all items, paid $13.35, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 2:39 PM:  JIMMY HARTILL received all items, paid $47.26, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 2:39 PM:  EDIE FINUCANE arrived at FSC Chick-fil-A and entered Order Line 1.
 2:40 PM:  EDIE FINUCANE is at the front of Order Line 1 and is now placing order.
 2:42 PM:  NEVADA FONTANE arrived at FSC Chick-fil-A and entered Order Line 2.
 2:42 PM:  CARMELLA GATES arrived at FSC Chick-fil-A and entered Order Line 3.
 2:43 PM:  NEVADA FONTANE is at the front of Order Line 2 and is now placing order.
 2:43 PM:  CARMELLA GATES is at the front of Order Line 3 and is now placing order.
 2:44 PM:  EDIE FINUCANE received all items, paid $33.85, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 2:44 PM:  NEVADA FONTANE received all items, paid $17.85, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 2:45 PM:  CARMELLA GATES received all items, paid $3.18, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 2:45 PM:  CHARITY KRISTEK arrived at FSC Chick-fil-A and entered Order Line 1.
 2:46 PM:  CHARITY KRISTEK is at the front of Order Line 1 and is now placing order.
 2:48 PM:  BRITTANEY RUNGE arrived at FSC Chick-fil-A and entered Order Line 2.
 2:49 PM:  BRITTANEY RUNGE is at the front of Order Line 2 and is now placing order.
 2:49 PM:  GIA PAYES arrived at FSC Chick-fil-A and entered Order Line 3.
 2:49 PM:  LILLI KARRELS arrived at FSC Chick-fil-A and entered Order Line 1.
 2:50 PM:  CHARITY KRISTEK received all items, paid $21.10, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 2:50 PM:  GIA PAYES is at the front of Order Line 3 and is now placing order.
 2:51 PM:  LILLI KARRELS is at the front of Order Line 1 and is now placing order.
 2:51 PM:  BRITTANEY RUNGE received all items, paid $29.75, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 2:52 PM:  GIA PAYES received all items, paid $17.15, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 2:52 PM:  MATTHEW SALISBERRY arrived at FSC Chick-fil-A and entered Order Line 2.
 2:53 PM:  MATTHEW SALISBERRY is at the front of Order Line 2 and is now placing order.
 2:54 PM:  LILLI KARRELS received all items, paid $35.12, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 2:54 PM:  VETA ABATO arrived at FSC Chick-fil-A and entered Order Line 1.
 2:54 PM:  FRANCES SEGER arrived at FSC Chick-fil-A and entered Order Line 3.
 2:55 PM:  VETA ABATO is at the front of Order Line 1 and is now placing order.
 2:55 PM:  MATTHEW SALISBERRY received all items, paid $7.71, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 2:55 PM:  FRANCES SEGER is at the front of Order Line 3 and is now placing order.
 2:56 PM:  VETA ABATO received all items, paid $2.75, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 2:56 PM:  ERNA MOTYKA arrived at FSC Chick-fil-A and entered Order Line 1.
 2:57 PM:  ERNA MOTYKA is at the front of Order Line 1 and is now placing order.
 2:57 PM:  LIBERTY BERNO arrived at FSC Chick-fil-A and entered Order Line 2.
 2:58 PM:  LIBERTY BERNO is at the front of Order Line 2 and is now placing order.
 2:59 PM:  ERNA MOTYKA received all items, paid $7.23, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 2:59 PM:  KEREN CHAPLEAN arrived at FSC Chick-fil-A and entered Order Line 1.
 3:00 PM:  KEREN CHAPLEAN is at the front of Order Line 1 and is now placing order.
 3:00 PM:  FRANCES SEGER received all items, paid $18.25, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 3:01 PM:  LOUISE DALMAU arrived at FSC Chick-fil-A and entered Order Line 3.
 3:01 PM:  WILEY PRANG arrived at FSC Chick-fil-A and entered Order Line 1.
 3:02 PM:  LOUISE DALMAU is at the front of Order Line 3 and is now placing order.
 3:03 PM:  LIBERTY BERNO received all items, paid $94.06, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 3:03 PM:  EDDIE AVENA arrived at FSC Chick-fil-A and entered Order Line 2.
 3:03 PM:  CHANELL DAMASCO arrived at FSC Chick-fil-A and entered Order Line 2.
 3:04 PM:  EDDIE AVENA is at the front of Order Line 2 and is now placing order.
 3:04 PM:  AL CREDLE arrived at FSC Chick-fil-A and entered Order Line 3.
 3:04 PM:  ALBERT MISHULOUIN arrived at FSC Chick-fil-A and entered Order Line 1.
 3:05 PM:  KEREN CHAPLEAN received all items, paid $47.63, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 3:05 PM:  EDDIE AVENA received all items, paid $6.30, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 3:05 PM:  CHANDA EICHELBERGER arrived at FSC Chick-fil-A and entered Order Line 2.
 3:06 PM:  WILEY PRANG is at the front of Order Line 1 and is now placing order.
 3:06 PM:  CHANELL DAMASCO is at the front of Order Line 2 and is now placing order.
 3:06 PM:  LOUISE DALMAU received all items, paid $51.69, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 3:07 PM:  AL CREDLE is at the front of Order Line 3 and is now placing order.
 3:08 PM:  WILEY PRANG received all items, paid $11.31, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 3:08 PM:  INEZ CRUME arrived at FSC Chick-fil-A and entered Order Line 1.
 3:09 PM:  ALBERT MISHULOUIN is at the front of Order Line 1 and is now placing order.
 3:10 PM:  CHANELL DAMASCO received all items, paid $24.18, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 3:11 PM:  ALBERT MISHULOUIN received all items, paid $19.68, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 3:11 PM:  CHANDA EICHELBERGER is at the front of Order Line 2 and is now placing order.
 3:11 PM:  AL CREDLE received all items, paid $19.17, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 3:11 PM:  GRACIELA MACIEJEWSKI arrived at FSC Chick-fil-A and entered Order Line 3.
 3:11 PM:  BROCK ROQUEMORE arrived at FSC Chick-fil-A and entered Order Line 1.
 3:12 PM:  INEZ CRUME is at the front of Order Line 1 and is now placing order.
 3:12 PM:  GRACIELA MACIEJEWSKI is at the front of Order Line 3 and is now placing order.
 3:12 PM:  DELCIE SEANG arrived at FSC Chick-fil-A and entered Order Line 2.
 3:14 PM:  CHANDA EICHELBERGER received all items, paid $39.63, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 3:15 PM:  DELCIE SEANG is at the front of Order Line 2 and is now placing order.
 3:15 PM:  EHTEL MALMANGER arrived at FSC Chick-fil-A and entered Order Line 2.
 3:16 PM:  INEZ CRUME received all items, paid $59.62, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 3:17 PM:  BROCK ROQUEMORE is at the front of Order Line 1 and is now placing order.
 3:17 PM:  GRACIELA MACIEJEWSKI received all items, paid $32.70, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 3:18 PM:  DELCIE SEANG received all items, paid $31.66, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 3:18 PM:  HALEY LANSKI arrived at FSC Chick-fil-A and entered Order Line 3.
 3:19 PM:  BROCK ROQUEMORE received all items, paid $39.01, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 3:19 PM:  EHTEL MALMANGER is at the front of Order Line 2 and is now placing order.
 3:19 PM:  HALEY LANSKI is at the front of Order Line 3 and is now placing order.
 3:19 PM:  LISA BROWEN arrived at FSC Chick-fil-A and entered Order Line 1.
 3:20 PM:  LISA BROWEN is at the front of Order Line 1 and is now placing order.
 3:21 PM:  EHTEL MALMANGER received all items, paid $13.45, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 3:21 PM:  RAPHAEL ROBBS arrived at FSC Chick-fil-A and entered Order Line 2.
 3:22 PM:  RAPHAEL ROBBS is at the front of Order Line 2 and is now placing order.
 3:22 PM:  HALEY LANSKI received all items, paid $34.53, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 3:23 PM:  DEBBY BELLUOMINI arrived at FSC Chick-fil-A and entered Order Line 3.
 3:24 PM:  LISA BROWEN received all items, paid $36.14, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 3:24 PM:  RAPHAEL ROBBS received all items, paid $7.14, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 3:24 PM:  DEBBY BELLUOMINI is at the front of Order Line 3 and is now placing order.
 3:25 PM:  DEBBY BELLUOMINI received all items, paid $1.85, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 3:25 PM:  HILDEGARD FLEETWOOD arrived at FSC Chick-fil-A and entered Order Line 1.
 3:26 PM:  HILDEGARD FLEETWOOD is at the front of Order Line 1 and is now placing order.
 3:26 PM:  SHANEKA WEYANDT arrived at FSC Chick-fil-A and entered Order Line 2.
 3:27 PM:  SHANEKA WEYANDT is at the front of Order Line 2 and is now placing order.
 3:29 PM:  SHANEKA WEYANDT received all items, paid $46.56, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 3:29 PM:  GLORIA CALLEZ arrived at FSC Chick-fil-A and entered Order Line 2.
 3:30 PM:  GLORIA CALLEZ is at the front of Order Line 2 and is now placing order.
 3:31 PM:  HILDEGARD FLEETWOOD received all items, paid $76.38, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 3:31 PM:  ARLENE KRYSL arrived at FSC Chick-fil-A and entered Order Line 1.
 3:32 PM:  ARLENE KRYSL is at the front of Order Line 1 and is now placing order.
 3:32 PM:  MARYLOU ESCARREGA arrived at FSC Chick-fil-A and entered Order Line 3.
 3:32 PM:  ELLIOT KARAYAN arrived at FSC Chick-fil-A and entered Order Line 1.
 3:33 PM:  GLORIA CALLEZ received all items, paid $11.54, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 3:33 PM:  MARYLOU ESCARREGA is at the front of Order Line 3 and is now placing order.
 3:34 PM:  MARILEE HOYER arrived at FSC Chick-fil-A and entered Order Line 2.
 3:35 PM:  MARILEE HOYER is at the front of Order Line 2 and is now placing order.
 3:35 PM:  MARYLOU ESCARREGA received all items, paid $9.22, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 3:36 PM:  ARLENE KRYSL received all items, paid $67.64, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 3:36 PM:  UN LASLIE arrived at FSC Chick-fil-A and entered Order Line 3.
 3:37 PM:  ELLIOT KARAYAN is at the front of Order Line 1 and is now placing order.
 3:37 PM:  UN LASLIE is at the front of Order Line 3 and is now placing order.
 3:37 PM:  FAY BROADHEAD arrived at FSC Chick-fil-A and entered Order Line 1.
 3:38 PM:  ELLIOT KARAYAN received all items, paid $17.85, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 3:38 PM:  UN LASLIE received all items, paid $4.95, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 3:38 PM:  MARISOL WHIDBEE arrived at FSC Chick-fil-A and entered Order Line 3.
 3:39 PM:  FAY BROADHEAD is at the front of Order Line 1 and is now placing order.
 3:39 PM:  MARILEE HOYER received all items, paid $48.76, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 3:39 PM:  MARISOL WHIDBEE is at the front of Order Line 3 and is now placing order.
 3:40 PM:  MARISOL WHIDBEE received all items, paid $6.10, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 3:40 PM:  NORBERT MCKEEVER arrived at FSC Chick-fil-A and entered Order Line 2.
 3:41 PM:  NORBERT MCKEEVER is at the front of Order Line 2 and is now placing order.
 3:42 PM:  NOAH PFANSTIEL arrived at FSC Chick-fil-A and entered Order Line 3.
 3:43 PM:  FAY BROADHEAD received all items, paid $47.01, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 3:43 PM:  NOAH PFANSTIEL is at the front of Order Line 3 and is now placing order.
 3:44 PM:  NOAH PFANSTIEL received all items, paid $13.17, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 3:44 PM:  SHAWNA TOMKINS arrived at FSC Chick-fil-A and entered Order Line 1.
 3:44 PM:  ONITA DETZEL arrived at FSC Chick-fil-A and entered Order Line 3.
 3:45 PM:  SHAWNA TOMKINS is at the front of Order Line 1 and is now placing order.
 3:45 PM:  ONITA DETZEL is at the front of Order Line 3 and is now placing order.
 3:46 PM:  NORBERT MCKEEVER received all items, paid $19.10, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 3:47 PM:  RENDA CHAPPA arrived at FSC Chick-fil-A and entered Order Line 2.
 3:48 PM:  SHAWNA TOMKINS received all items, paid $12.99, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 3:48 PM:  RENDA CHAPPA is at the front of Order Line 2 and is now placing order.
 3:49 PM:  ONITA DETZEL received all items, paid $22.53, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 3:50 PM:  SHAUNTE HAECKEL arrived at FSC Chick-fil-A and entered Order Line 1.
 3:51 PM:  SHAUNTE HAECKEL is at the front of Order Line 1 and is now placing order.
 3:51 PM:  RENDA CHAPPA received all items, paid $23.68, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 3:51 PM:  KARI GRISMORE arrived at FSC Chick-fil-A and entered Order Line 2.
 3:52 PM:  SHAUNTE HAECKEL received all items, paid $17.85, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 3:52 PM:  KARI GRISMORE is at the front of Order Line 2 and is now placing order.
 3:52 PM:  JAUNITA PEARLMAN arrived at FSC Chick-fil-A and entered Order Line 1.
 3:52 PM:  ALETHEA BOTKINS arrived at FSC Chick-fil-A and entered Order Line 3.
 3:53 PM:  JAUNITA PEARLMAN is at the front of Order Line 1 and is now placing order.
 3:53 PM:  ALETHEA BOTKINS is at the front of Order Line 3 and is now placing order.
 3:53 PM:  LOWELL TOCE arrived at FSC Chick-fil-A and entered Order Line 1.
 3:55 PM:  ALETHEA BOTKINS received all items, paid $6.39, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 3:55 PM:  EMILIA PAET arrived at FSC Chick-fil-A and entered Order Line 3.
 3:56 PM:  KARI GRISMORE received all items, paid $24.60, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 3:56 PM:  EMILIA PAET is at the front of Order Line 3 and is now placing order.
 3:57 PM:  NATHANAEL LIVEZEY arrived at FSC Chick-fil-A and entered Order Line 2.
 3:58 PM:  JAUNITA PEARLMAN received all items, paid $53.79, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 3:58 PM:  NATHANAEL LIVEZEY is at the front of Order Line 2 and is now placing order.
 3:58 PM:  CORDIA ELLIS arrived at FSC Chick-fil-A and entered Order Line 1.
 3:58 PM:  LOREN WAINKRANTZ arrived at FSC Chick-fil-A and entered Order Line 2.
 3:58 PM:  OTELIA MANZAY arrived at FSC Chick-fil-A and entered Order Line 3.
 3:59 PM:  LOWELL TOCE is at the front of Order Line 1 and is now placing order.
 3:59 PM:  NATHANAEL LIVEZEY received all items, paid $3.18, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
